order_id,customer_id,order_status,order_date,shipped_date,store_id,customer_name,customer_city,customer_state,store_name,store_city,product_id,quantity,list_price,discount,total_spent,product_name,brand_id,category_id,category_name,brand_name
1,259,4,2016-01-01,2016-01-03,1,Johnathan Velazquez,Pleasanton,CA,Santa Cruz Bikes,Santa Cruz,4,1,2899.99,0.2,2319.9919999999997,Trek Fuel EX 8 29 - 2016,9,6,Mountain Bikes,Trek
1,259,4,2016-01-01,2016-01-03,1,Johnathan Velazquez,Pleasanton,CA,Santa Cruz Bikes,Santa Cruz,8,2,1799.99,0.07,3347.9813999999997,Trek Remedy 29 Carbon Frameset - 2016,9,6,Mountain Bikes,Trek
1,259,4,2016-01-01,2016-01-03,1,Johnathan Velazquez,Pleasanton,CA,Santa Cruz Bikes,Santa Cruz,10,2,1549.0,0.05,2943.1,Surly Straggler - 2016,8,4,Cyclocross Bicycles,Surly
1,259,4,2016-01-01,2016-01-03,1,Johnathan Velazquez,Pleasanton,CA,Santa Cruz Bikes,Santa Cruz,16,2,599.99,0.05,1139.981,Electra Townie Original 7D EQ - 2016,1,3,Cruisers Bicycles,Electra
1,259,4,2016-01-01,2016-01-03,1,Johnathan Velazquez,Pleasanton,CA,Santa Cruz Bikes,Santa Cruz,20,1,599.99,0.2,479.992,Electra Townie Original 7D EQ - Women's - 2016,1,3,Cruisers Bicycles,Electra
2,1212,4,2016-01-01,2016-01-03,2,Jaqueline Cummings,Huntington Station,NY,Baldwin Bikes,Baldwin,16,2,599.99,0.05,1139.981,Electra Townie Original 7D EQ - 2016,1,3,Cruisers Bicycles,Electra
2,1212,4,2016-01-01,2016-01-03,2,Jaqueline Cummings,Huntington Station,NY,Baldwin Bikes,Baldwin,20,1,599.99,0.07,557.9907,Electra Townie Original 7D EQ - Women's - 2016,1,3,Cruisers Bicycles,Electra
3,523,4,2016-01-02,2016-01-03,2,Joshua Robertson,Patchogue,NY,Baldwin Bikes,Baldwin,3,1,999.99,0.05,949.9905,Surly Wednesday Frameset - 2016,8,6,Mountain Bikes,Surly
3,523,4,2016-01-02,2016-01-03,2,Joshua Robertson,Patchogue,NY,Baldwin Bikes,Baldwin,20,1,599.99,0.05,569.9905,Electra Townie Original 7D EQ - Women's - 2016,1,3,Cruisers Bicycles,Electra
4,175,4,2016-01-03,2016-01-05,1,Nova Hess,Duarte,CA,Santa Cruz Bikes,Santa Cruz,2,2,749.99,0.1,1349.982,Ritchey Timberwolf Frameset - 2016,5,6,Mountain Bikes,Ritchey
5,1324,4,2016-01-03,2016-01-06,2,Arla Ellis,Utica,NY,Baldwin Bikes,Baldwin,10,2,1549.0,0.05,2943.1,Surly Straggler - 2016,8,4,Cyclocross Bicycles,Surly
5,1324,4,2016-01-03,2016-01-06,2,Arla Ellis,Utica,NY,Baldwin Bikes,Baldwin,17,1,429.0,0.07,398.96999999999997,Pure Cycles Vine 8-Speed - 2016,4,3,Cruisers Bicycles,Pure Cycles
5,1324,4,2016-01-03,2016-01-06,2,Arla Ellis,Utica,NY,Baldwin Bikes,Baldwin,26,1,599.99,0.07,557.9907,Electra Townie Original 7D EQ - 2016,1,2,Comfort Bicycles,Electra
6,94,4,2016-01-04,2016-01-05,2,Sharyn Hopkins,Baldwinsville,NY,Baldwin Bikes,Baldwin,3,2,999.99,0.07,1859.9814,Surly Wednesday Frameset - 2016,8,6,Mountain Bikes,Surly
6,94,4,2016-01-04,2016-01-05,2,Sharyn Hopkins,Baldwinsville,NY,Baldwin Bikes,Baldwin,9,2,2999.99,0.07,5579.9814,Trek Conduit+ - 2016,9,5,Electric Bikes,Trek
6,94,4,2016-01-04,2016-01-05,2,Sharyn Hopkins,Baldwinsville,NY,Baldwin Bikes,Baldwin,12,2,549.99,0.05,1044.981,Electra Townie Original 21D - 2016,1,3,Cruisers Bicycles,Electra
6,94,4,2016-01-04,2016-01-05,2,Sharyn Hopkins,Baldwinsville,NY,Baldwin Bikes,Baldwin,18,1,449.0,0.07,417.57,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,3,Cruisers Bicycles,Pure Cycles
6,94,4,2016-01-04,2016-01-05,2,Sharyn Hopkins,Baldwinsville,NY,Baldwin Bikes,Baldwin,20,1,599.99,0.1,539.991,Electra Townie Original 7D EQ - Women's - 2016,1,3,Cruisers Bicycles,Electra
7,324,4,2016-01-04,2016-01-05,2,Laureen Paul,Bellmore,NY,Baldwin Bikes,Baldwin,3,1,999.99,0.1,899.991,Surly Wednesday Frameset - 2016,8,6,Mountain Bikes,Surly
7,324,4,2016-01-04,2016-01-05,2,Laureen Paul,Bellmore,NY,Baldwin Bikes,Baldwin,15,1,529.99,0.07,492.8907,Electra Moto 1 - 2016,1,3,Cruisers Bicycles,Electra
7,324,4,2016-01-04,2016-01-05,2,Laureen Paul,Bellmore,NY,Baldwin Bikes,Baldwin,17,2,429.0,0.1,772.2,Pure Cycles Vine 8-Speed - 2016,4,3,Cruisers Bicycles,Pure Cycles
8,1204,4,2016-01-04,2016-01-05,2,Leslie Higgins,Saratoga Springs,NY,Baldwin Bikes,Baldwin,20,2,599.99,0.07,1115.9814,Electra Townie Original 7D EQ - Women's - 2016,1,3,Cruisers Bicycles,Electra
8,1204,4,2016-01-04,2016-01-05,2,Leslie Higgins,Saratoga Springs,NY,Baldwin Bikes,Baldwin,22,1,269.99,0.05,256.4905,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,Children Bicycles,Electra
9,60,4,2016-01-05,2016-01-08,1,Neil Mccall,San Carlos,CA,Santa Cruz Bikes,Santa Cruz,7,2,3999.99,0.1,7199.982,Trek Slash 8 27.5 - 2016,9,6,Mountain Bikes,Trek
10,442,4,2016-01-05,2016-01-06,2,Alane Munoz,Yonkers,NY,Baldwin Bikes,Baldwin,14,1,269.99,0.1,242.991,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,Cruisers Bicycles,Electra
11,1326,4,2016-01-05,2016-01-07,2,Tarra Guerrero,Auburn,NY,Baldwin Bikes,Baldwin,8,1,1799.99,0.05,1709.9904999999999,Trek Remedy 29 Carbon Frameset - 2016,9,6,Mountain Bikes,Trek
11,1326,4,2016-01-05,2016-01-07,2,Tarra Guerrero,Auburn,NY,Baldwin Bikes,Baldwin,16,2,599.99,0.2,959.984,Electra Townie Original 7D EQ - 2016,1,3,Cruisers Bicycles,Electra
11,1326,4,2016-01-05,2016-01-07,2,Tarra Guerrero,Auburn,NY,Baldwin Bikes,Baldwin,22,2,269.99,0.1,485.982,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,Children Bicycles,Electra
12,91,4,2016-01-06,2016-01-09,1,Marvin Mullins,San Diego,CA,Santa Cruz Bikes,Santa Cruz,4,2,2899.99,0.1,5219.982,Trek Fuel EX 8 29 - 2016,9,6,Mountain Bikes,Trek
12,91,4,2016-01-06,2016-01-09,1,Marvin Mullins,San Diego,CA,Santa Cruz Bikes,Santa Cruz,11,1,1680.99,0.05,1596.9405,Surly Straggler 650b - 2016,8,4,Cyclocross Bicycles,Surly
13,873,4,2016-01-08,2016-01-11,2,Patience Clayton,Niagara Falls,NY,Baldwin Bikes,Baldwin,13,1,269.99,0.1,242.991,Electra Cruiser 1 (24-Inch) - 2016,1,3,Cruisers Bicycles,Electra
13,873,4,2016-01-08,2016-01-11,2,Patience Clayton,Niagara Falls,NY,Baldwin Bikes,Baldwin,16,2,599.99,0.05,1139.981,Electra Townie Original 7D EQ - 2016,1,3,Cruisers Bicycles,Electra
13,873,4,2016-01-08,2016-01-11,2,Patience Clayton,Niagara Falls,NY,Baldwin Bikes,Baldwin,17,2,429.0,0.05,815.0999999999999,Pure Cycles Vine 8-Speed - 2016,4,3,Cruisers Bicycles,Pure Cycles
13,873,4,2016-01-08,2016-01-11,2,Patience Clayton,Niagara Falls,NY,Baldwin Bikes,Baldwin,20,2,599.99,0.1,1079.982,Electra Townie Original 7D EQ - Women's - 2016,1,3,Cruisers Bicycles,Electra
14,258,4,2016-01-09,2016-01-12,1,Maribel William,Torrance,CA,Santa Cruz Bikes,Santa Cruz,6,1,469.99,0.07,437.09069999999997,Surly Ice Cream Truck Frameset - 2016,8,6,Mountain Bikes,Surly
15,450,4,2016-01-09,2016-01-12,2,Ellsworth Michael,Carmel,NY,Baldwin Bikes,Baldwin,8,1,1799.99,0.07,1673.9906999999998,Trek Remedy 29 Carbon Frameset - 2016,9,6,Mountain Bikes,Trek
15,450,4,2016-01-09,2016-01-12,2,Ellsworth Michael,Carmel,NY,Baldwin Bikes,Baldwin,12,2,549.99,0.07,1022.9813999999999,Electra Townie Original 21D - 2016,1,3,Cruisers Bicycles,Electra
15,450,4,2016-01-09,2016-01-12,2,Ellsworth Michael,Carmel,NY,Baldwin Bikes,Baldwin,18,2,449.0,0.05,853.0999999999999,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,3,Cruisers Bicycles,Pure Cycles
15,450,4,2016-01-09,2016-01-12,2,Ellsworth Michael,Carmel,NY,Baldwin Bikes,Baldwin,23,2,299.99,0.2,479.98400000000004,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,Children Bicycles,Electra
16,552,4,2016-01-12,2016-01-15,1,Lea Key,Banning,CA,Santa Cruz Bikes,Santa Cruz,8,1,1799.99,0.2,1439.9920000000002,Trek Remedy 29 Carbon Frameset - 2016,9,6,Mountain Bikes,Trek
16,552,4,2016-01-12,2016-01-15,1,Lea Key,Banning,CA,Santa Cruz Bikes,Santa Cruz,13,2,269.99,0.07,502.1814,Electra Cruiser 1 (24-Inch) - 2016,1,3,Cruisers Bicycles,Electra
16,552,4,2016-01-12,2016-01-15,1,Lea Key,Banning,CA,Santa Cruz Bikes,Santa Cruz,14,1,269.99,0.07,251.0907,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,Cruisers Bicycles,Electra
16,552,4,2016-01-12,2016-01-15,1,Lea Key,Banning,CA,Santa Cruz Bikes,Santa Cruz,21,1,269.99,0.05,256.4905,Electra Cruiser 1 (24-Inch) - 2016,1,1,Children Bicycles,Electra
17,1175,4,2016-01-12,2016-01-14,1,Sindy Anderson,Pomona,CA,Santa Cruz Bikes,Santa Cruz,5,1,1320.99,0.1,1188.891,Heller Shagamaw Frame - 2016,3,6,Mountain Bikes,Heller
17,1175,4,2016-01-12,2016-01-14,1,Sindy Anderson,Pomona,CA,Santa Cruz Bikes,Santa Cruz,8,1,1799.99,0.07,1673.9906999999998,Trek Remedy 29 Carbon Frameset - 2016,9,6,Mountain Bikes,Trek
17,1175,4,2016-01-12,2016-01-14,1,Sindy Anderson,Pomona,CA,Santa Cruz Bikes,Santa Cruz,20,2,599.99,0.2,959.984,Electra Townie Original 7D EQ - Women's - 2016,1,3,Cruisers Bicycles,Electra
17,1175,4,2016-01-12,2016-01-14,1,Sindy Anderson,Pomona,CA,Santa Cruz Bikes,Santa Cruz,23,1,299.99,0.1,269.99100000000004,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,Children Bicycles,Electra
18,541,4,2016-01-14,2016-01-15,1,Lanita Burton,Coachella,CA,Santa Cruz Bikes,Santa Cruz,2,2,749.99,0.2,1199.9840000000002,Ritchey Timberwolf Frameset - 2016,5,6,Mountain Bikes,Ritchey
18,541,4,2016-01-14,2016-01-15,1,Lanita Burton,Coachella,CA,Santa Cruz Bikes,Santa Cruz,7,1,3999.99,0.1,3599.991,Trek Slash 8 27.5 - 2016,9,6,Mountain Bikes,Trek
18,541,4,2016-01-14,2016-01-15,1,Lanita Burton,Coachella,CA,Santa Cruz Bikes,Santa Cruz,9,2,2999.99,0.1,5399.982,Trek Conduit+ - 2016,9,5,Electric Bikes,Trek
18,541,4,2016-01-14,2016-01-15,1,Lanita Burton,Coachella,CA,Santa Cruz Bikes,Santa Cruz,22,1,269.99,0.05,256.4905,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,Children Bicycles,Electra
18,541,4,2016-01-14,2016-01-15,1,Lanita Burton,Coachella,CA,Santa Cruz Bikes,Santa Cruz,25,2,499.99,0.05,949.981,Electra Townie Original 7D - 2015/2016,1,2,Comfort Bicycles,Electra
19,696,4,2016-01-14,2016-01-16,1,Norine Huffman,Encino,CA,Santa Cruz Bikes,Santa Cruz,9,2,2999.99,0.2,4799.9839999999995,Trek Conduit+ - 2016,9,5,Electric Bikes,Trek
19,696,4,2016-01-14,2016-01-16,1,Norine Huffman,Encino,CA,Santa Cruz Bikes,Santa Cruz,10,1,1549.0,0.07,1440.57,Surly Straggler - 2016,8,4,Cyclocross Bicycles,Surly
20,923,4,2016-01-14,2016-01-17,1,Randee Pitts,Canyon Country,CA,Santa Cruz Bikes,Santa Cruz,9,1,2999.99,0.07,2789.9907,Trek Conduit+ - 2016,9,5,Electric Bikes,Trek
20,923,4,2016-01-14,2016-01-17,1,Randee Pitts,Canyon Country,CA,Santa Cruz Bikes,Santa Cruz,10,2,1549.0,0.07,2881.14,Surly Straggler - 2016,8,4,Cyclocross Bicycles,Surly
21,1250,4,2016-01-15,2016-01-18,2,Neoma Daugherty,Mount Vernon,NY,Baldwin Bikes,Baldwin,10,1,1549.0,0.07,1440.57,Surly Straggler - 2016,8,4,Cyclocross Bicycles,Surly
21,1250,4,2016-01-15,2016-01-18,2,Neoma Daugherty,Mount Vernon,NY,Baldwin Bikes,Baldwin,14,1,269.99,0.05,256.4905,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,Cruisers Bicycles,Electra
21,1250,4,2016-01-15,2016-01-18,2,Neoma Daugherty,Mount Vernon,NY,Baldwin Bikes,Baldwin,17,1,429.0,0.1,386.1,Pure Cycles Vine 8-Speed - 2016,4,3,Cruisers Bicycles,Pure Cycles
22,1035,4,2016-01-16,2016-01-17,1,Tangela Hurley,Campbell,CA,Santa Cruz Bikes,Santa Cruz,15,2,529.99,0.2,847.984,Electra Moto 1 - 2016,1,3,Cruisers Bicycles,Electra
22,1035,4,2016-01-16,2016-01-17,1,Tangela Hurley,Campbell,CA,Santa Cruz Bikes,Santa Cruz,22,1,269.99,0.05,256.4905,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,Children Bicycles,Electra
23,1149,4,2016-01-16,2016-01-19,1,Drucilla Gilliam,Santa Clara,CA,Santa Cruz Bikes,Santa Cruz,4,2,2899.99,0.05,5509.981,Trek Fuel EX 8 29 - 2016,9,6,Mountain Bikes,Trek
23,1149,4,2016-01-16,2016-01-19,1,Drucilla Gilliam,Santa Clara,CA,Santa Cruz Bikes,Santa Cruz,13,1,269.99,0.2,215.99200000000002,Electra Cruiser 1 (24-Inch) - 2016,1,3,Cruisers Bicycles,Electra
23,1149,4,2016-01-16,2016-01-19,1,Drucilla Gilliam,Santa Clara,CA,Santa Cruz Bikes,Santa Cruz,23,2,299.99,0.1,539.9820000000001,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,Children Bicycles,Electra
24,636,4,2016-01-18,2016-01-19,2,Ashton Lott,Floral Park,NY,Baldwin Bikes,Baldwin,3,2,999.99,0.1,1799.982,Surly Wednesday Frameset - 2016,8,6,Mountain Bikes,Surly
24,636,4,2016-01-18,2016-01-19,2,Ashton Lott,Floral Park,NY,Baldwin Bikes,Baldwin,18,2,449.0,0.07,835.14,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,3,Cruisers Bicycles,Pure Cycles
25,657,4,2016-01-18,2016-01-21,2,Sam Lester,Baldwin,NY,Baldwin Bikes,Baldwin,10,2,1549.0,0.2,2478.4,Surly Straggler - 2016,8,4,Cyclocross Bicycles,Surly
25,657,4,2016-01-18,2016-01-21,2,Sam Lester,Baldwin,NY,Baldwin Bikes,Baldwin,14,1,269.99,0.2,215.99200000000002,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,Cruisers Bicycles,Electra
25,657,4,2016-01-18,2016-01-21,2,Sam Lester,Baldwin,NY,Baldwin Bikes,Baldwin,21,1,269.99,0.1,242.991,Electra Cruiser 1 (24-Inch) - 2016,1,1,Children Bicycles,Electra
25,657,4,2016-01-18,2016-01-21,2,Sam Lester,Baldwin,NY,Baldwin Bikes,Baldwin,22,1,269.99,0.2,215.99200000000002,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,Children Bicycles,Electra
25,657,4,2016-01-18,2016-01-21,2,Sam Lester,Baldwin,NY,Baldwin Bikes,Baldwin,23,2,299.99,0.2,479.98400000000004,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,Children Bicycles,Electra
26,1280,4,2016-01-18,2016-01-19,2,Jackeline Colon,Wappingers Falls,NY,Baldwin Bikes,Baldwin,2,1,749.99,0.2,599.9920000000001,Ritchey Timberwolf Frameset - 2016,5,6,Mountain Bikes,Ritchey
26,1280,4,2016-01-18,2016-01-19,2,Jackeline Colon,Wappingers Falls,NY,Baldwin Bikes,Baldwin,7,1,3999.99,0.05,3799.9904999999994,Trek Slash 8 27.5 - 2016,9,6,Mountain Bikes,Trek
26,1280,4,2016-01-18,2016-01-19,2,Jackeline Colon,Wappingers Falls,NY,Baldwin Bikes,Baldwin,12,1,549.99,0.2,439.992,Electra Townie Original 21D - 2016,1,3,Cruisers Bicycles,Electra
26,1280,4,2016-01-18,2016-01-19,2,Jackeline Colon,Wappingers Falls,NY,Baldwin Bikes,Baldwin,21,2,269.99,0.07,502.1814,Electra Cruiser 1 (24-Inch) - 2016,1,1,Children Bicycles,Electra
27,57,4,2016-01-19,2016-01-20,2,Pamala Henry,Bronx,NY,Baldwin Bikes,Baldwin,5,1,1320.99,0.2,1056.7920000000001,Heller Shagamaw Frame - 2016,3,6,Mountain Bikes,Heller
27,57,4,2016-01-19,2016-01-20,2,Pamala Henry,Bronx,NY,Baldwin Bikes,Baldwin,8,1,1799.99,0.07,1673.9906999999998,Trek Remedy 29 Carbon Frameset - 2016,9,6,Mountain Bikes,Trek
27,57,4,2016-01-19,2016-01-20,2,Pamala Henry,Bronx,NY,Baldwin Bikes,Baldwin,19,1,449.0,0.2,359.20000000000005,Pure Cycles William 3-Speed - 2016,4,3,Cruisers Bicycles,Pure Cycles
27,57,4,2016-01-19,2016-01-20,2,Pamala Henry,Bronx,NY,Baldwin Bikes,Baldwin,26,2,599.99,0.07,1115.9814,Electra Townie Original 7D EQ - 2016,1,2,Comfort Bicycles,Electra
28,252,4,2016-01-19,2016-01-21,2,Eleni Gordon,Richmond Hill,NY,Baldwin Bikes,Baldwin,5,1,1320.99,0.05,1254.9405,Heller Shagamaw Frame - 2016,3,6,Mountain Bikes,Heller
28,252,4,2016-01-19,2016-01-21,2,Eleni Gordon,Richmond Hill,NY,Baldwin Bikes,Baldwin,6,1,469.99,0.05,446.4905,Surly Ice Cream Truck Frameset - 2016,8,6,Mountain Bikes,Surly
28,252,4,2016-01-19,2016-01-21,2,Eleni Gordon,Richmond Hill,NY,Baldwin Bikes,Baldwin,7,2,3999.99,0.2,6399.984,Trek Slash 8 27.5 - 2016,9,6,Mountain Bikes,Trek
28,252,4,2016-01-19,2016-01-21,2,Eleni Gordon,Richmond Hill,NY,Baldwin Bikes,Baldwin,14,2,269.99,0.1,485.982,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,Cruisers Bicycles,Electra
29,437,4,2016-01-20,2016-01-21,2,Laureen Barry,Orchard Park,NY,Baldwin Bikes,Baldwin,6,1,469.99,0.2,375.992,Surly Ice Cream Truck Frameset - 2016,8,6,Mountain Bikes,Surly
29,437,4,2016-01-20,2016-01-21,2,Laureen Barry,Orchard Park,NY,Baldwin Bikes,Baldwin,8,1,1799.99,0.2,1439.9920000000002,Trek Remedy 29 Carbon Frameset - 2016,9,6,Mountain Bikes,Trek
29,437,4,2016-01-20,2016-01-21,2,Laureen Barry,Orchard Park,NY,Baldwin Bikes,Baldwin,14,2,269.99,0.05,512.981,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,Cruisers Bicycles,Electra
29,437,4,2016-01-20,2016-01-21,2,Laureen Barry,Orchard Park,NY,Baldwin Bikes,Baldwin,21,2,269.99,0.1,485.982,Electra Cruiser 1 (24-Inch) - 2016,1,1,Children Bicycles,Electra
29,437,4,2016-01-20,2016-01-21,2,Laureen Barry,Orchard Park,NY,Baldwin Bikes,Baldwin,24,2,549.99,0.05,1044.981,Electra Townie Original 21D - 2016,1,2,Comfort Bicycles,Electra
30,1348,4,2016-01-20,2016-01-21,2,Yvone Guerrero,Merrick,NY,Baldwin Bikes,Baldwin,4,1,2899.99,0.1,2609.991,Trek Fuel EX 8 29 - 2016,9,6,Mountain Bikes,Trek
30,1348,4,2016-01-20,2016-01-21,2,Yvone Guerrero,Merrick,NY,Baldwin Bikes,Baldwin,7,2,3999.99,0.1,7199.982,Trek Slash 8 27.5 - 2016,9,6,Mountain Bikes,Trek
30,1348,4,2016-01-20,2016-01-21,2,Yvone Guerrero,Merrick,NY,Baldwin Bikes,Baldwin,17,1,429.0,0.07,398.96999999999997,Pure Cycles Vine 8-Speed - 2016,4,3,Cruisers Bicycles,Pure Cycles
30,1348,4,2016-01-20,2016-01-21,2,Yvone Guerrero,Merrick,NY,Baldwin Bikes,Baldwin,19,1,449.0,0.1,404.1,Pure Cycles William 3-Speed - 2016,4,3,Cruisers Bicycles,Pure Cycles
30,1348,4,2016-01-20,2016-01-21,2,Yvone Guerrero,Merrick,NY,Baldwin Bikes,Baldwin,26,1,599.99,0.05,569.9905,Electra Townie Original 7D EQ - 2016,1,2,Comfort Bicycles,Electra
31,1238,4,2016-01-20,2016-01-22,3,Edgar Quinn,Harlingen,TX,Rowlett Bikes,Rowlett,9,2,2999.99,0.2,4799.9839999999995,Trek Conduit+ - 2016,9,5,Electric Bikes,Trek
31,1238,4,2016-01-20,2016-01-22,3,Edgar Quinn,Harlingen,TX,Rowlett Bikes,Rowlett,11,2,1680.99,0.05,3193.881,Surly Straggler 650b - 2016,8,4,Cyclocross Bicycles,Surly
32,1259,4,2016-01-21,2016-01-22,1,Kimbery Nieves,San Carlos,CA,Santa Cruz Bikes,Santa Cruz,8,2,1799.99,0.07,3347.9813999999997,Trek Remedy 29 Carbon Frameset - 2016,9,6,Mountain Bikes,Trek
32,1259,4,2016-01-21,2016-01-22,1,Kimbery Nieves,San Carlos,CA,Santa Cruz Bikes,Santa Cruz,12,2,549.99,0.07,1022.9813999999999,Electra Townie Original 21D - 2016,1,3,Cruisers Bicycles,Electra
32,1259,4,2016-01-21,2016-01-22,1,Kimbery Nieves,San Carlos,CA,Santa Cruz Bikes,Santa Cruz,25,2,499.99,0.1,899.9820000000001,Electra Townie Original 7D - 2015/2016,1,2,Comfort Bicycles,Electra
33,236,4,2016-01-21,2016-01-22,2,Verona O'neill,Selden,NY,Baldwin Bikes,Baldwin,7,1,3999.99,0.1,3599.991,Trek Slash 8 27.5 - 2016,9,6,Mountain Bikes,Trek
33,236,4,2016-01-21,2016-01-22,2,Verona O'neill,Selden,NY,Baldwin Bikes,Baldwin,23,2,299.99,0.07,557.9814,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,Children Bicycles,Electra
34,80,4,2016-01-22,2016-01-23,2,Sarai Mckee,Buffalo,NY,Baldwin Bikes,Baldwin,8,2,1799.99,0.07,3347.9813999999997,Trek Remedy 29 Carbon Frameset - 2016,9,6,Mountain Bikes,Trek
34,80,4,2016-01-22,2016-01-23,2,Sarai Mckee,Buffalo,NY,Baldwin Bikes,Baldwin,10,2,1549.0,0.1,2788.2000000000003,Surly Straggler - 2016,8,4,Cyclocross Bicycles,Surly
34,80,4,2016-01-22,2016-01-23,2,Sarai Mckee,Buffalo,NY,Baldwin Bikes,Baldwin,17,2,429.0,0.2,686.4000000000001,Pure Cycles Vine 8-Speed - 2016,4,3,Cruisers Bicycles,Pure Cycles
35,813,4,2016-01-22,2016-01-24,2,Neville Mcclain,West Hempstead,NY,Baldwin Bikes,Baldwin,5,1,1320.99,0.2,1056.7920000000001,Heller Shagamaw Frame - 2016,3,6,Mountain Bikes,Heller
35,813,4,2016-01-22,2016-01-24,2,Neville Mcclain,West Hempstead,NY,Baldwin Bikes,Baldwin,18,1,449.0,0.05,426.54999999999995,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,3,Cruisers Bicycles,Pure Cycles
35,813,4,2016-01-22,2016-01-24,2,Neville Mcclain,West Hempstead,NY,Baldwin Bikes,Baldwin,20,2,599.99,0.05,1139.981,Electra Townie Original 7D EQ - Women's - 2016,1,3,Cruisers Bicycles,Electra
35,813,4,2016-01-22,2016-01-24,2,Neville Mcclain,West Hempstead,NY,Baldwin Bikes,Baldwin,21,2,269.99,0.07,502.1814,Electra Cruiser 1 (24-Inch) - 2016,1,1,Children Bicycles,Electra
35,813,4,2016-01-22,2016-01-24,2,Neville Mcclain,West Hempstead,NY,Baldwin Bikes,Baldwin,22,1,269.99,0.07,251.0907,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,Children Bicycles,Electra
36,1321,4,2016-01-23,2016-01-24,2,Shantel Gregory,West Islip,NY,Baldwin Bikes,Baldwin,3,2,999.99,0.2,1599.9840000000002,Surly Wednesday Frameset - 2016,8,6,Mountain Bikes,Surly
36,1321,4,2016-01-23,2016-01-24,2,Shantel Gregory,West Islip,NY,Baldwin Bikes,Baldwin,5,1,1320.99,0.05,1254.9405,Heller Shagamaw Frame - 2016,3,6,Mountain Bikes,Heller
36,1321,4,2016-01-23,2016-01-24,2,Shantel Gregory,West Islip,NY,Baldwin Bikes,Baldwin,9,1,2999.99,0.07,2789.9907,Trek Conduit+ - 2016,9,5,Electric Bikes,Trek
37,164,4,2016-01-25,2016-01-26,2,Tomika Larson,Woodside,NY,Baldwin Bikes,Baldwin,16,2,599.99,0.05,1139.981,Electra Townie Original 7D EQ - 2016,1,3,Cruisers Bicycles,Electra
38,583,4,2016-01-25,2016-01-26,2,Lashandra Turner,Long Beach,NY,Baldwin Bikes,Baldwin,7,2,3999.99,0.05,7599.980999999999,Trek Slash 8 27.5 - 2016,9,6,Mountain Bikes,Trek
38,583,4,2016-01-25,2016-01-26,2,Lashandra Turner,Long Beach,NY,Baldwin Bikes,Baldwin,10,2,1549.0,0.1,2788.2000000000003,Surly Straggler - 2016,8,4,Cyclocross Bicycles,Surly
38,583,4,2016-01-25,2016-01-26,2,Lashandra Turner,Long Beach,NY,Baldwin Bikes,Baldwin,23,1,299.99,0.07,278.9907,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,Children Bicycles,Electra
38,583,4,2016-01-25,2016-01-26,2,Lashandra Turner,Long Beach,NY,Baldwin Bikes,Baldwin,24,1,549.99,0.07,511.49069999999995,Electra Townie Original 21D - 2016,1,2,Comfort Bicycles,Electra
38,583,4,2016-01-25,2016-01-26,2,Lashandra Turner,Long Beach,NY,Baldwin Bikes,Baldwin,25,1,499.99,0.2,399.992,Electra Townie Original 7D - 2015/2016,1,2,Comfort Bicycles,Electra
39,1296,4,2016-01-25,2016-01-26,2,Travis Whitley,Saint Albans,NY,Baldwin Bikes,Baldwin,3,2,999.99,0.05,1899.981,Surly Wednesday Frameset - 2016,8,6,Mountain Bikes,Surly
39,1296,4,2016-01-25,2016-01-26,2,Travis Whitley,Saint Albans,NY,Baldwin Bikes,Baldwin,15,1,529.99,0.1,476.99100000000004,Electra Moto 1 - 2016,1,3,Cruisers Bicycles,Electra
39,1296,4,2016-01-25,2016-01-26,2,Travis Whitley,Saint Albans,NY,Baldwin Bikes,Baldwin,16,2,599.99,0.2,959.984,Electra Townie Original 7D EQ - 2016,1,3,Cruisers Bicycles,Electra
39,1296,4,2016-01-25,2016-01-26,2,Travis Whitley,Saint Albans,NY,Baldwin Bikes,Baldwin,22,2,269.99,0.2,431.98400000000004,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,Children Bicycles,Electra
